13 8

5
3698,172826						3362,195278						3830,821667						5721,282301						9442,242222						10906,96694						10591,89389						6085,515278						6671,863056						7748,706111						7786,616389						7934,93269						7640,680062					
3698,172826						3362,195278						3830,821667						5721,282301						9442,242222						10906,96694						10591,89389						6085,515278						6671,863056						7748,706111						7786,616389						7934,93269						7640,680062					
6125,761294						5569,238288						6345,484702						9476,898815						15640,40532						18066,61805						17544,72186						10080,22494						11051,46849						12835,18273						12897,97842						13143,65386						12656,24523					
5894,057591						5358,584775						6105,470076						9118,440096						15048,8152						17383,25772						16881,10197						9698,945725						10633,4525						12349,69868						12410,11916						12646,50206						12177,5294					
11253,53082						10231,15197						11657,18092						17409,84798						28732,71988						33189,87361						32231,10708						18518,20804						20302,46289						23579,29366						23694,65454						24145,98068						23250,57066					
5935,956082						5396,676805						6148,871414						9183,259429						15155,79119						17506,82832						17001,10295						9767,89164						10709,04145						12437,48774						12498,33772						12736,40097						12264,09457					
15457,51435						14053,20524						16011,95608						23913,64801						39466,40719						45588,62064						44271,68752						25436,05833						27886,85758						32387,81461						32546,27088						33166,199						31936,2905					
2232,735245						2029,892126						2312,82067						3454,16757						5700,660299						6584,973355						6394,751115						3674,069625						4028,071293						4678,204631						4701,092586						4790,637085						4612,984974					
10609,40462						9645,544383						10989,95072						16413,34836						27088,12514						31290,16165						30386,27271						17458,26844						19140,39665						22229,66917						22338,42706						22763,92033						21919,76152					
31667,18232						28790,23125						32803,04461						48990,92019						80853,22674						93395,55697						90697,60953						52109,82042						57130,67338						66351,60139						66676,22431						67946,24591						65426,58227					
19819,50061						18018,90677						20530,40135						30661,88721						50603,50998						58453,36284						56764,80178						32613,90948						35756,30457						41527,39549						41730,56684						42525,4337						40948,4549					
19558,01364						17781,17579						20259,53517						30257,3521						49935,87669						57682,16316						56015,87999						32183,62052						35284,55668						40979,50718						41179,998						41964,37785						40408,2048					
30801,95325						28003,6079						31906,78084						47652,36192						78644,1081						90843,74952						88219,51697						50686,04576						55569,71607						64538,70454						64854,45793						66089,77926						63638,95933					
12637,69543						11489,56576						13090,99378						19551,22883						32266,79416						37272,17						36195,47686						20795,91523						22799,6303						26479,50553						26609,0556						27115,89406						26110,35017					
9897,130279						8997,979882						10252,12798						15311,41971						25269,53331						29189,46136						28346,25602						16286,1879						17855,38453						20737,25526						20838,71156						21235,63886						20448,1536					
9897,130279						8997,979882						10252,12798						15311,41971						25269,53331						29189,46136						28346,25602						16286,1879						17855,38453						20737,25526						20838,71156						21235,63886						20448,1536					
17519,12202						15927,51667						18147,51105						27103,07156						44730,14146						51668,88995						50176,31414						28828,52958						31606,19811						36707,45913						36887,04911						37589,65861						36195,71411					
26050,76534						23684,06354						26985,17376						40302,00579						66513,28858						76831,14061						74611,69479						42867,74521						46998,1115						54583,6374						54850,68596						55895,45951						53822,67749					
26378,88605						23982,37462						27325,06375						40809,62707						67351,05236						77798,86222						75551,46151						43407,6831						47590,07314						55271,14203						55541,55419						56599,48712						54500,59751					
38774,78175						35252,10806						40165,58475						59986,77806						99000,47906						114357,8958						111054,4026						63805,70564						69953,47325						81244,00953						81641,49305						83196,56699						80111,37278					
16995,64328						15451,59577						17605,25578						26293,22038						43393,58601						50125,00179						48677,02477						27967,12099						30661,79161						35610,62481						35784,84856						36466,4638						35114,17094					
7252,477339						6593,592623						7512,614644						11219,99219						18517,15725						21389,62518						20771,73621						11934,28856						13084,1737						15195,96788						15270,31363						15561,17635						14984,11827					
16363,63231						14877,00275						16950,57537						25315,4637						41779,92409						48261,02109						46866,88948						26927,11756						29521,58242						34286,38511						34454,13007						35110,39832						33808,3927					
49330,67746						44849,0048						51100,10725						76317,34511						125951,9843						145490,2444						141287,421						81175,92267						88997,33461						103361,5626						103867,2554						105845,6767						101920,5812					
41347,75293						37591,32583						42830,84519						63967,30985						105569,836						121946,3221						118423,6195						68039,64932						74595,36323						86635,10358						87058,96284						88717,22655						85427,30866					
30605,08082						27824,62125						31702,84685						47347,78915						78141,44983						90263,11656						87655,65693						50362,08303						55214,53908						64126,20176						64439,937						65667,3627						63232,20732					
25059,84078						22783,1641						25958,70598						38768,98952						63983,24197						73908,62135						71773,59928						41237,13281						45210,38734						52507,37339						52764,26391						53769,29614						51775,35904					
6950,101483						6318,687494						7199,392944						10752,19966						17745,12571						20497,8325						19905,70503						11436,71503						12538,65828						14562,40592						14633,65199						14912,38783						14359,3889					
16965,86002						15424,5183						17574,40423						26247,14399						43317,54284						50037,16244						48591,72287						27918,11124						30608,05971						35548,22054						35722,13899						36402,55976						35052,63667					
16965,86002						15424,5183						17574,40423						26247,14399						43317,54284						50037,16244						48591,72287						27918,11124						30608,05971						35548,22054						35722,13899						36402,55976						35052,63667					
35430,47449						32211,62981						36701,32136						54812,94579						90461,73285						104494,5794						101476,011						58302,4926						63920,01806						74236,75073						74599,95147						76020,901						73201,80338					
16701,34425						15184,03368						17300,40061						25837,92314						42642,17635						49257,02994						47834,12631						27482,83824						30130,84756						34993,98603						35165,19291						35835,00519						34506,12884					
21953,79964						19959,30557						22741,25502						33963,76839						56052,84115						64748,01971						62877,62288						36125,99774						39606,78737						45999,34873						46224,39896						47104,8625						45358,06387					
34048,32909						30955,05177						35269,60014						52674,68877						86932,81404						100418,2383						97517,42437						56028,1081						61426,49348						71340,76965						71689,80191						73055,32009						70346,19568					
44331,12741						40303,6619						45921,22959						68582,75872						113187,042						130745,1447						126968,2677						72948,93068						79977,66062						92886,10729						93340,54937						95118,46218						91591,16604					
42110,50739						38284,78434						43620,9587						65147,33409						107517,3145						124195,9026						120608,2157						69294,79723						75971,44637						88233,28744						88664,96576						90353,81996						87003,21196					
44564,34551						40515,69224						46162,81293						68943,5603						113782,4987						131432,9714						127636,225						73332,70192						80398,40874						93374,76443						93831,59725						95618,86334						92073,01073					
37426,45802						34026,27902						38768,89833						57900,84508						95557,91436						110381,3044						107192,6843						61586,97628						67520,96626						78418,89432						78802,55606						80303,55509						77325,64299					
34018,04103						30927,51537						35238,22567						52627,83142						86855,482						100328,9101						97430,67667						55978,26768						61371,85087						71277,30769						71626,02946						72990,33293						70283,61844					
35158,3867						31964,26108						36419,47413						54392,0106						89767,03335						103692,1149						100696,7275						57854,7595						63429,14525						73666,65073						74027,06228						75437,09964						72639,65124					
20810,42516						18919,80621						21556,86912						32194,90347						53133,55659						61375,8821						59602,89729						34244,52188						37544,02873						43603,65949						43816,98889						44651,59707						42995,77335					
22424,27427						20387,03776						23228,60498						34691,61921						57254,06552						66135,58362						64225,10379						36900,1856						40455,56929						46985,12461						47214,99771						48114,32978						46330,09688					
15614,00269						14195,47668						16174,05746						24155,74431						39865,95607						46050,14941						44719,88396						25693,56717						28169,17775						32715,70144						32875,76188						33501,96602						32259,6062					
15614,00269						14195,47668						16174,05746						24155,74431						39865,95607						46050,14941						44719,88396						25693,56717						28169,17775						32715,70144						32875,76188						33501,96602						32259,6062					
15923,44576						14476,80697						16494,59987						24634,47023						40656,03176						46962,78533						45606,15627						26202,77012						28727,44311						33364,07119						33527,30376						34165,91821						32898,93692					
43163,01767						39241,67448						44711,22121						66775,62696						110204,6029						127300,0558						123622,6982						71026,75182						77870,27717						90438,59078						90881,05847						92612,12389						89177,77078					
36971,63224						33612,77398						38297,75851						57197,20389						94396,64488						109039,8934						105890,023						60838,5393						66700,41635						77465,90712						77844,9064						79327,66451						76385,94155					
37731,86269						34303,93779						39085,25748						58373,32335						96337,67911						111282,0299						108067,3902						62089,53385						68071,94594						79058,80248						79445,59495						80958,84232						77956,63008					
24831,16589						22575,26423						25721,8288						38415,21654						63399,38505						73234,19383						71118,65416						40860,83763						44797,83561						52028,23555						52282,7819						53278,64305						51302,90094					
38795,9834						35271,38355						40187,54687						60019,57821						99054,61149						114420,4255						111115,126						63840,59393						69991,72308						81288,43291						81686,13376						83242,05801						80155,17684					
42135,24264						38307,27241						43646,58118						65185,60092						107580,469						124268,8539						120679,0597						69335,50023						76016,07117						88285,11471						88717,0466						90406,89281						87054,3167					
43643,58832						39678,58547						45209,02933						67519,0969						111431,6047						128717,3957						124999,095						71817,55315						78737,2733						91445,52065						91892,91471						93643,25356						90170,66287					
37681,38258						34258,04378						39032,96671						58295,22777						96208,79237						111133,1497						107922,8107						62006,46648						67980,87492						78953,03254						79339,30753						80850,53038						77852,33469					
28673,71183						26068,71638						29702,20206						44359,8522						73210,24334						84566,95828						82124,04541						47183,92558						51730,16179						60079,4437						60373,38031						61523,34789						59241,86581					
33633,88739						30578,26194						34840,29293						52033,52404						85874,65394						99195,93142						96330,4267						55346,12502						60678,80039						70472,39841						70817,18219						72166,07907						69489,93055					
37315,90658						33925,77113						38654,38155						57729,81576						95275,65241						110055,2567						106876,0552						61405,05874						67321,52072						78187,25814						78569,78661						80066,35194						77097,23609					
15056,70228						13688,80679						15596,76738						23293,56909						38443,04651						44406,51147						43123,72632						24776,50344						27163,75367						31548,00125						31702,34876						32306,2022						31108,18512					
48237,78309						43855,39945						49968,01212						74626,57577						123161,5864						142266,9871						138157,2749						79377,51418						87025,64699						101071,6433						101566,1328						103500,7232						99662,58605					
1345,29492						1223,075405						1393,548968						2081,247247						3434,831494						3967,6586						3853,043573						2213,74532						2427,04273						2818,769013						2832,559743						2886,513188						2779,472067					
46045,43193						41862,22253						47697,02407						71234,88466						117564,0355						135801,1179						131878,1874						75769,89845						83070,43252						96478,05459						96950,07015						98796,73564						95133,03739					
40074,64457						36433,87886						41512,07202						61997,73928						102319,3125						118191,5622						114777,3246						65944,69033						72298,55206						83967,58559						84378,39411						85985,59943						82796,97899					
35069,03691						31883,02868						36326,91947						54253,78142						89538,90382						103428,5969						100440,8218						57707,73026						63267,94954						73479,43793						73838,93355						75245,38751						72455,04841					
34647,52799						31499,81369						35890,29155						53601,68332						88462,69959						102185,4468						99233,58299						57014,11775						62507,50651						72596,25889						72951,43359						74340,98282						71584,18192					
